stationID,longitude,latitude,line
1827,40.68091575,-73.99412861,F-G
1828,40.68559633,-73.991482,F-G
1829,40.68662534,-73.9904,F-G
1830,40.6944426,-73.99269217,2-3-4-5-N-R
1831,40.69765133,-73.993033,2-3
1832,40.6773013,-73.98330488,D-N-R
1833,40.68087233,-73.975655,2-3-4
1834,40.69212426,-73.98612937,N-R
1835,40.69093133,-73.985435,2-3
1836,40.69004933,-73.984215,2-3
1837,40.69207586,-73.98521793,N-R
1838,40.69152795,-73.98239904,B-D-N-Q-R
1839,40.68382833,-73.978473,2-3-4-5-B-D-N-Q-R
1840,40.69230641,-73.98741859,A-C-F
1841,40.67743957,-73.9728139,B-Q
1842,40.67054563,-73.959035,2-3-4-5-S
1843,40.67047233,-73.9577396,2-3-4-5-S
1844,40.67470462,-73.95781103,S
1845,40.68986472,-73.98153072,B-D-N-Q-R
1846,40.69942716,-73.99140115,A-C
1847,40.58516586,-73.82057673,A-S
1848,40.69256019,-73.99014068,2-3-4-5-N-R
1849,40.73858533,-73.999405,1-2-3-L-F-M
1850,40.73955033,-74.002389,A-C-E-L
1851,40.74059833,-74.002185,A-C-E-L
1852,40.74123533,-74.001715,A-C-E-L
1853,40.71040033,-74.007933,2-3-4-5-A-C-J-Z
1854,40.71271233,-74.007766,2-3-A-C-E
1855,40.74510233,-73.998365,A-C-E
1856,40.73737033,-73.997079,1-2-3-L-F-M
1857,40.73751934,-73.99697,1-2-3-L-F-M
1858,40.73731633,-73.996508,1-2-3-L-F-M
1859,40.73871833,-73.996121,1-2-3-L-F-M
1860,40.73867833,-73.995632,1-2-3-L-F-M
1861,40.71208209,-73.88953957,M
1862,40.73477233,-73.990964,4-5-6-6 Express-L-N-Q-R
1863,40.73633933,-73.990603,4-5-6-6 Express-L-N-Q-R
1864,40.74108133,-73.998105,1-2
1865,40.74101533,-73.99758,1-2
1866,40.73883833,-73.996023,1-2-3-L-F-M
1867,40.74581434,-73.997852,A-C-E
1868,40.71308633,-74.00705,N-R
1869,40.71352133,-74.006697,N-R
1870,40.74653533,-73.997271,A-C-E
1871,40.74401733,-73.995901,1-2
1872,40.74282533,-73.992383,F-M
1873,40.74659433,-73.993555,1-2
1874,40.74739233,-73.99351,1-2
1875,40.75098233,-73.990899,1-2-3
1876,40.75153934,-73.994181,A-C-E
1877,40.75143233,-73.993538,A-C-E
1878,40.75217833,-73.993701,A-C-E
1879,40.75305333,-73.993256,A-C-E
1880,40.75268933,-73.992742,A-C-E
1881,40.75580133,-73.990576,1-2-3-7-7 Express-S-A-C-E-N-Q-R
1882,40.73424834,-73.989672,4-5-6-6 Express-L-N-Q-R
1883,40.73313433,-73.987041,L
1884,40.73312233,-73.986548,L
1885,40.73148333,-73.982145,L
1886,40.74066333,-73.989201,N-R
1887,40.71431333,-74.008584,2-3-A-C-E
1888,40.71573633,-74.009328,1-2-3
1889,40.71453933,-74.008428,2-3-A-C-E
1890,40.71509933,-74.007989,2-3-A-C-E
1891,40.71925133,-74.007058,1
1892,40.71988833,-74.006925,1
1893,40.70947533,-74.006409,2-3-4-5-A-C-J-Z
1894,40.74113433,-73.988919,N-R
1895,40.73998433,-73.986343,4-6-6 Express
1896,40.74531233,-73.988954,N-R
1897,40.74529033,-73.988542,N-R
1898,40.74335134,-73.984302,4-6-6 Express
1899,40.74312834,-73.983806,4-6-6 Express
1900,40.74325733,-73.983738,4-6-6 Express
1901,40.74564134,-73.982103,4-6-6 Express
1902,40.74663233,-73.981882,4-6-6 Express
1903,40.74847733,-73.988288,B-D-F-M-N-Q-R
1904,40.74983233,-73.988169,B-D-F-M-N-Q-R
