OBJECTID,Shape,NAME,TEL,URL,ADRESS1,ADDRESS2,CITY,ZIP
1,"(40.7, -74.01)",Alexander Hamilton U.S. Custom House, 514-3700,http://www.oldnycustomhouse.gov/,1 Bowling Grn, ,New York,10004
